Peer,KPI,vendor,value
International BI Giants,Implementer Support,IBM Plan. Analytics,8.390646492
International BI Giants,Implementer Support,Looker,8.543111562
International BI Giants,Implementer Support,Microsoft Excel,3.924690509
International BI Giants,Implementer Support,Microsoft Power BI,5.24661348
International BI Giants,Implementer Support,MicroStrategy,5.693591994
International BI Giants,Implementer Support,Oracle Analytics Cloud,8.917344004
International BI Giants,Implementer Support,Qlik Sense,4.528198074
International BI Giants,Implementer Support,QlikView,4.545754658
International BI Giants,Implementer Support,SAP Analytics Cloud,5.367860774
International BI Giants,Implementer Support,SAP BO BI,4.652793185
International BI Giants,Implementer Support,Tableau,4.528198074
International BI Giants,Implementer Support,Peer Group Average,5.646527928
International BI Giants,Product Satisfaction,IBM Cog. Analytics,1
International BI Giants,Product Satisfaction,IBM Plan. Analytics,8.493542421
International BI Giants,Product Satisfaction,Looker,6.987924094
International BI Giants,Product Satisfaction,Microsoft Excel,2.409194388
International BI Giants,Product Satisfaction,Microsoft Power BI,5.839958309
International BI Giants,Product Satisfaction,MicroStrategy,6.666627548
International BI Giants,Product Satisfaction,Oracle Analytics Cloud,5.192242866
International BI Giants,Product Satisfaction,Qlik Sense,6.524879072
International BI Giants,Product Satisfaction,QlikView,5.038905262
International BI Giants,Product Satisfaction,SAP Analytics Cloud,4.977761087
International BI Giants,Product Satisfaction,SAP BO BI,3.94479586
International BI Giants,Product Satisfaction,Tableau,5.85027968
International BI Giants,Product Satisfaction,Peer Group Average,5.243842549
International BI Giants,Customer Satisfaction,IBM Cog. Analytics,1.792727118
International BI Giants,Customer Satisfaction,IBM Plan. Analytics,6.881648633
International BI Giants,Customer Satisfaction,Looker,7.794724119
International BI Giants,Customer Satisfaction,Microsoft Excel,3.059846603
International BI Giants,Customer Satisfaction,Microsoft Power BI,5.247414784
International BI Giants,Customer Satisfaction,MicroStrategy,6.000244425
International BI Giants,Customer Satisfaction,Oracle Analytics Cloud,7.127116295
International BI Giants,Customer Satisfaction,Qlik Sense,5.237966378
International BI Giants,Customer Satisfaction,QlikView,4.21958081
International BI Giants,Customer Satisfaction,SAP Analytics Cloud,4.015076253
International BI Giants,Customer Satisfaction,SAP BO BI,3.010254602
International BI Giants,Customer Satisfaction,Tableau,3.712520098
International BI Giants,Customer Satisfaction,Peer Group Average,4.841593343
International BI Giants,Dashboards,IBM Cog. Analytics,4.325260904
International BI Giants,Dashboards,IBM Plan. Analytics,5.458255285
International BI Giants,Dashboards,Looker,6.30800107
International BI Giants,Dashboards,Microsoft Excel,1
International BI Giants,Dashboards,Microsoft Power BI,7.975426762
International BI Giants,Dashboards,MicroStrategy,9.013314183
International BI Giants,Dashboards,Oracle Analytics Cloud,5.018731603
International BI Giants,Dashboards,Qlik Sense,8.806253679
International BI Giants,Dashboards,QlikView,7.104637744
International BI Giants,Dashboards,SAP Analytics Cloud,6.793570091
International BI Giants,Dashboards,SAP BO BI,3.6209671
International BI Giants,Dashboards,Tableau,8.216660834
International BI Giants,Dashboards,Peer Group Average,6.136756605
International BI Giants,Distribution of Reports,IBM Cog. Analytics,6.738495575
International BI Giants,Distribution of Reports,IBM Plan. Analytics,4.472800625
International BI Giants,Distribution of Reports,Looker,7.12079646
International BI Giants,Distribution of Reports,Microsoft Excel,1
International BI Giants,Distribution of Reports,Microsoft Power BI,5.761132405
International BI Giants,Distribution of Reports,MicroStrategy,9.339225436
International BI Giants,Distribution of Reports,Oracle Analytics Cloud,8.045239548
International BI Giants,Distribution of Reports,Qlik Sense,3.92380531
International BI Giants,Distribution of Reports,QlikView,2.556308878
International BI Giants,Distribution of Reports,SAP Analytics Cloud,3.951562794
International BI Giants,Distribution of Reports,SAP BO BI,3.211253289
International BI Giants,Distribution of Reports,Tableau,6.777180784
International BI Giants,Distribution of Reports,Peer Group Average,5.241483425
International BI Giants,Analyses & Ad Hoc Query,IBM Cog. Analytics,4.941052632
International BI Giants,Analyses & Ad Hoc Query,IBM Plan. Analytics,8.773834586
International BI Giants,Analyses & Ad Hoc Query,Looker,5.736842105
International BI Giants,Analyses & Ad Hoc Query,Microsoft Excel,4.227586207
International BI Giants,Analyses & Ad Hoc Query,Microsoft Power BI,6.939588101
International BI Giants,Analyses & Ad Hoc Query,MicroStrategy,8.285156712
International BI Giants,Analyses & Ad Hoc Query,Oracle Analytics Cloud,8.452631579
International BI Giants,Analyses & Ad Hoc Query,Qlik Sense,7.558373206
International BI Giants,Analyses & Ad Hoc Query,QlikView,5.649392713
International BI Giants,Analyses & Ad Hoc Query,SAP Analytics Cloud,5.141982864
International BI Giants,Analyses & Ad Hoc Query,SAP BO BI,6.691789474
International BI Giants,Analyses & Ad Hoc Query,Tableau,6.22406015
International BI Giants,Analyses & Ad Hoc Query,Peer Group Average,6.551857527
International BI Giants,Advanced Analytics,IBM Cog. Analytics,3.855659847
International BI Giants,Advanced Analytics,IBM Plan. Analytics,5.536745567
International BI Giants,Advanced Analytics,Looker,3.336977311
International BI Giants,Advanced Analytics,Microsoft Excel,1.648811189
International BI Giants,Advanced Analytics,Microsoft Power BI,3.850360999
International BI Giants,Advanced Analytics,MicroStrategy,6.146639389
International BI Giants,Advanced Analytics,Oracle Analytics Cloud,10
International BI Giants,Advanced Analytics,Qlik Sense,5.618409884
International BI Giants,Advanced Analytics,QlikView,3.149571053
International BI Giants,Advanced Analytics,SAP Analytics Cloud,5.961665739
International BI Giants,Advanced Analytics,SAP BO BI,1.239553825
International BI Giants,Advanced Analytics,Tableau,5.86939176
International BI Giants,Advanced Analytics,Peer Group Average,4.684482214
International BI Giants,Functionality,IBM Cog. Analytics,4.96511724
International BI Giants,Functionality,IBM Plan. Analytics,6.060409016
International BI Giants,Functionality,Looker,5.625654237
International BI Giants,Functionality,Microsoft Excel,1.969099349
International BI Giants,Functionality,Microsoft Power BI,6.131627067
International BI Giants,Functionality,MicroStrategy,8.19608393
International BI Giants,Functionality,Oracle Analytics Cloud,7.879150683
International BI Giants,Functionality,Qlik Sense,6.47671052
International BI Giants,Functionality,QlikView,4.614977597
International BI Giants,Functionality,SAP Analytics Cloud,5.462195372
International BI Giants,Functionality,SAP BO BI,3.690890922
International BI Giants,Functionality,Tableau,6.771823382
International BI Giants,Functionality,Peer Group Average,5.653644943
International BI Giants,Self-Service,IBM Cog. Analytics,4.180462602
International BI Giants,Self-Service,IBM Plan. Analytics,6.546371423
International BI Giants,Self-Service,Looker,4.351811075
International BI Giants,Self-Service,Microsoft Excel,3.672665727
International BI Giants,Self-Service,Microsoft Power BI,5.789695418
International BI Giants,Self-Service,MicroStrategy,10
International BI Giants,Self-Service,Oracle Analytics Cloud,3.116172206
International BI Giants,Self-Service,Qlik Sense,5.049883
International BI Giants,Self-Service,QlikView,2.99995681
International BI Giants,Self-Service,SAP Analytics Cloud,2.873146147
International BI Giants,Self-Service,SAP BO BI,2.760791139
International BI Giants,Self-Service,Tableau,8.126843311
International BI Giants,Self-Service,Peer Group Average,4.955649905
International BI Giants,Ease of Use,IBM Cog. Analytics,1
International BI Giants,Ease of Use,IBM Plan. Analytics,1.793466466
International BI Giants,Ease of Use,Looker,5.771962195
International BI Giants,Ease of Use,Microsoft Excel,3.553948889
International BI Giants,Ease of Use,Microsoft Power BI,4.636542721
International BI Giants,Ease of Use,MicroStrategy,4.217066851
International BI Giants,Ease of Use,Oracle Analytics Cloud,3.843595848
International BI Giants,Ease of Use,Qlik Sense,6.149545709
International BI Giants,Ease of Use,QlikView,3.28915735
International BI Giants,Ease of Use,SAP Analytics Cloud,2.402040681
International BI Giants,Ease of Use,SAP BO BI,2.898240683
International BI Giants,Ease of Use,Tableau,7.80916517
International BI Giants,Ease of Use,Peer Group Average,3.947061047
International BI Giants,Flexibility,IBM Cog. Analytics,2.050979493
International BI Giants,Flexibility,IBM Plan. Analytics,10
International BI Giants,Flexibility,Looker,8.84574088
International BI Giants,Flexibility,Microsoft Excel,6.661095182
International BI Giants,Flexibility,Microsoft Power BI,3.926693445
International BI Giants,Flexibility,MicroStrategy,3.347036298
International BI Giants,Flexibility,Oracle Analytics Cloud,3.516614204
International BI Giants,Flexibility,Qlik Sense,4.539898358
International BI Giants,Flexibility,QlikView,4.6014876
International BI Giants,Flexibility,SAP Analytics Cloud,1
International BI Giants,Flexibility,SAP BO BI,1.506942081
International BI Giants,Flexibility,Tableau,4.127514097
International BI Giants,Flexibility,Peer Group Average,4.51033347
International BI Giants,Query Performance,IBM Cog. Analytics,3.598277608
International BI Giants,Query Performance,IBM Plan. Analytics,5.964917029
International BI Giants,Query Performance,Looker,3.188023249
International BI Giants,Query Performance,Microsoft Excel,1.983959267
International BI Giants,Query Performance,Microsoft Power BI,4.344386474
International BI Giants,Query Performance,MicroStrategy,5.547283099
International BI Giants,Query Performance,Oracle Analytics Cloud,1
International BI Giants,Query Performance,Qlik Sense,5.898446936
International BI Giants,Query Performance,QlikView,5.877028795
International BI Giants,Query Performance,SAP Analytics Cloud,6.65551914
International BI Giants,Query Performance,SAP BO BI,6.10538758
International BI Giants,Query Performance,Tableau,4.175101406
International BI Giants,Query Performance,Peer Group Average,4.528194215
International BI Giants,Performance Satisfaction,IBM Cog. Analytics,4.96
International BI Giants,Performance Satisfaction,IBM Plan. Analytics,9.4
International BI Giants,Performance Satisfaction,Looker,1
International BI Giants,Performance Satisfaction,Microsoft Excel,4.082191781
International BI Giants,Performance Satisfaction,Microsoft Power BI,7.035294118
International BI Giants,Performance Satisfaction,MicroStrategy,7.995876289
International BI Giants,Performance Satisfaction,Oracle Analytics Cloud,4.786206897
International BI Giants,Performance Satisfaction,Qlik Sense,8.236734694
International BI Giants,Performance Satisfaction,QlikView,7.765517241
International BI Giants,Performance Satisfaction,SAP Analytics Cloud,5.863829787
International BI Giants,Performance Satisfaction,SAP BO BI,5.68
International BI Giants,Performance Satisfaction,Tableau,6.2875
International BI Giants,Performance Satisfaction,Peer Group Average,6.091095901
International BI Giants,Sales Experience,IBM Cog. Analytics,3.075168734
International BI Giants,Sales Experience,IBM Plan. Analytics,7.007978888
International BI Giants,Sales Experience,Looker,7.819695983
International BI Giants,Sales Experience,Microsoft Excel,1.337711069
International BI Giants,Sales Experience,Microsoft Power BI,4.813320826
International BI Giants,Sales Experience,MicroStrategy,7.352783179
International BI Giants,Sales Experience,Oracle Analytics Cloud,5.832793848
International BI Giants,Sales Experience,Qlik Sense,5.374001608
International BI Giants,Sales Experience,QlikView,2.564359421
